GEOID,median_household_income,rent_burden_35_plus_share,renter_occupied_units,total_housing_units,unemployment_rate_proxy,median_gross_rent,poverty.rate,depression_among_adults,fair_poor_health_status,frequent_mental_distress,high_eviction_risk
39035175105,107404,0.1363636363636363,242,1877,0.0691103474608629,1015,2.18,24.3,13.1,13.8,0
39035175106,111528,0.0,52,1108,0.0827266710787558,720,1.24,23.9,13.3,13.3,0
39035175201,86173,0.0881913303437967,669,2973,0.0536049316537121,812,3.68,24.5,14.6,14.4,0
39035175202,57500,0.1769352290679305,633,1641,0.0,938,3.18,24.7,15.7,14.8,0
39035176100,109592,0.202127659574468,94,887,0.0419016921837228,1355,2.69,24.6,15.0,14.4,0
39035176200,84174,0.1324786324786324,468,2511,0.0327338129496402,1100,3.03,26.2,15.5,15.5,0
39035177101,57738,0.1401370906321401,1313,2301,0.0907046476761619,956,17.21,26.9,23.3,18.5,1
39035177103,63949,0.2716450216450216,924,2064,0.0562543675751222,860,17.55,26.0,17.7,17.1,1
39035177104,68452,0.1282051282051282,156,1419,0.0194634402945818,1206,11.21,27.0,18.5,17.8,0
39035177201,65792,0.1342756183745583,283,1599,0.0993348115299334,1189,5.75,27.2,18.1,17.8,1
39035177202,63472,0.2129277566539923,263,1387,0.0767867690490254,1301,13.49,27.7,18.0,18.1,0
39035177302,66094,0.0482954545454545,352,1106,0.0258162490508731,1110,8.01,25.4,19.5,16.2,0
39035177303,59800,0.1679841897233201,506,2398,0.0412664532194948,1285,12.31,26.5,17.7,17.1,1
39035177304,53794,0.1108695652173913,920,1767,0.0875,987,19.02,26.5,20.5,17.7,1
39035177403,71929,0.0775862068965517,116,1368,0.0239067055393586,950,3.3,26.5,15.6,16.6,0
39035177404,66133,0.2307692307692307,234,1246,0.05,1189,2.46,27.6,18.9,17.9,0
39035177405,75310,0.214,500,2084,0.0327552986512524,805,4.75,26.9,16.6,17.0,0
39035177406,74132,0.0491803278688524,244,1585,0.0319654427645788,1317,12.23,26.7,16.1,16.8,0
39035177501,60724,0.1774891774891775,462,1986,0.0401819560272934,881,12.91,27.0,19.5,17.3,0
39035177503,76364,0.4114583333333333,192,1524,0.026406429391504,679,7.96,24.1,17.2,14.4,0
39035177504,74034,0.0572916666666666,192,1753,0.0339425587467362,1096,9.7,25.9,17.7,16.1,0
39035177505,82518,0.2024922118380062,321,1899,0.0287739783152627,800,2.38,24.5,16.3,14.5,0
39035177604,77399,0.2705882352941176,85,870,0.0148992112182296,1375,7.09,25.2,16.9,15.6,0
39035177605,70655,0.0,90,1090,0.0516178736517719,1630,7.08,25.3,19.1,15.6,1
39035177606,58661,0.2449392712550607,494,1616,0.0464037122969837,1056,3.4,24.3,19.0,15.3,1
39035177607,61163,0.218705035971223,695,1666,0.0312339989759344,895,7.59,26.0,19.2,16.5,0
39035177608,52344,0.1041666666666666,1248,3096,0.1747173689619733,971,10.5,26.0,19.5,17.1,1
39035177609,79615,0.379746835443038,79,799,0.0356415478615071,1125,2.23,23.3,17.6,13.7,0
39035178101,47222,0.378839590443686,293,1409,0.0295902883156297,937,12.04,25.2,17.8,15.7,1
39035178102,60818,0.1188358932902182,1237,2262,0.0174119509299564,1155,14.09,25.0,14.7,15.5,1
39035178201,58594,0.3064516129032258,372,1737,0.0355276907001044,1042,1.62,26.8,20.0,16.7,0
39035178204,42519,0.242822966507177,1672,2491,0.0861167002012072,906,13.5,26.6,26.4,18.0,1
39035178205,75846,0.0566037735849056,53,738,0.026508226691042,977,4.97,25.7,18.0,16.3,0
39035178206,76667,0.4682274247491639,299,1304,0.0139647844565877,1356,7.71,26.9,20.6,17.2,0
39035179101,178042,0.0,62,1651,0.026803118908382,-666666666,0.0,21.1,11.0,11.4,0
39035179102,237917,0.1923076923076923,0,1082,0.0,-666666666,0.8,20.9,9.3,10.3,0
39035180102,64688,0.1689189189189189,148,1938,0.1499578770008424,1572,6.4,20.0,20.8,13.7,0
39035180103,81364,0.4661654135338345,133,1437,0.0564971751412429,1201,4.89,20.3,18.6,14.0,0
39035180104,38590,0.1916932907348242,1565,2024,0.0803011292346298,840,13.82,22.3,23.1,18.5,1
39035181100,111705,0.2574370709382151,874,3249,0.0329446064139941,968,2.08,23.1,11.2,12.0,0
39035181201,82710,0.090670170827858,761,3113,0.0211933485490707,829,6.79,23.3,14.6,12.8,0
39035181203,94764,0.2295719844357976,257,1422,0.0262743037309511,1036,1.68,24.4,11.7,13.0,0
39035181204,86010,0.2615859938208033,971,2710,0.0212765957446808,1374,0.97,23.5,12.2,12.9,0
39035182103,102500,0.6285714285714286,70,1213,0.0264285714285714,1417,2.4,23.4,15.0,13.8,1
39035182104,103083,0.0,12,1038,0.0249266862170087,-666666666,1.36,23.6,15.1,13.7,0
39035182105,90750,0.2394366197183098,142,1414,0.0396964389959136,1243,2.16,24.5,16.4,14.5,0
39035182106,82500,0.0,16,1386,0.056852184320766,-666666666,2.64,23.3,15.8,13.5,0
39035183100,60357,0.1176470588235294,1037,1686,0.0293453724604966,966,7.25,21.5,11.6,12.9,0
39035183200,250001,0.3010752688172043,93,1022,0.0401721664275466,1292,0.91,21.2,9.1,10.7,0
39035183300,164167,0.3293413173652694,167,1689,0.0491243058521999,1801,1.91,21.4,9.2,10.8,0
39035183401,145795,0.0,60,854,0.0668402777777777,967,5.19,21.9,11.8,12.4,1
39035183402,57366,0.2662721893491124,338,831,0.0633484162895927,1080,7.49,19.1,18.2,13.8,0
39035183501,98670,0.1863084922010398,1154,2021,0.0487276664861938,1277,0.0,20.9,15.1,12.8,0
39035183502,106202,0.2457142857142857,700,1777,0.023094688221709,1254,5.18,22.3,12.2,12.7,0
39035183603,47112,0.0053475935828877,374,713,0.0,969,29.04,19.0,18.9,14.9,0
39035183604,71811,0.2810126582278481,395,1319,0.1178318931657502,1052,12.54,20.3,14.2,13.9,1
39035183605,81500,0.2580128205128205,624,1293,0.1033690658499234,1104,0.0,21.3,17.4,14.0,0
39035183606,82708,0.168,250,832,0.0188501413760603,1173,8.89,23.0,14.2,14.4,0
39035184103,158846,0.0,103,1753,0.0246516613076098,1789,4.89,22.3,12.6,12.3,0
39035184104,118702,0.7032258064516129,155,715,0.0051480051480051,1089,2.62,21.7,15.1,12.7,0
39035184105,118295,0.0930232558139534,387,1662,0.0414177618478693,1468,0.85,20.5,12.4,12.2,1
39035184106,87685,0.3968253968253968,126,961,0.0388035569927243,1180,6.77,23.5,17.3,15.1,0
39035184108,116700,0.3641732283464567,508,2706,0.043502824858757,1317,1.26,20.6,12.0,11.8,0
39035185101,64592,0.0,214,1196,0.0946643717728055,1172,2.61,20.0,17.4,15.5,0
39035185102,74389,0.0,387,1242,0.0644431882419446,1416,6.13,22.1,16.7,15.8,0
39035185103,82917,0.0559701492537313,268,1074,0.064450474898236,1388,4.06,23.1,16.5,15.9,0
39035185104,85667,0.0,199,1547,0.0283286118980169,1194,6.47,22.1,17.1,14.1,0
39035185201,42114,0.2417218543046357,302,839,0.0924229808492922,937,4.88,23.2,25.1,17.6,0
39035185202,76164,0.4533678756476684,386,2131,0.046554084892743,1301,8.48,22.1,15.6,15.4,0
39035185203,99100,0.4805194805194805,154,1318,0.0367803837953091,1104,6.1,24.0,13.3,15.8,0
39035186103,112222,0.2281879194630872,149,2124,0.0293692826191622,643,0.93,22.2,13.8,12.3,0
39035186104,102721,0.424,125,1205,0.0438782731776362,1213,3.87,24.0,14.6,13.6,0
39035186105,101971,0.1632653061224489,49,1682,0.0117021276595744,1359,2.45,23.3,14.0,12.8,0
39035186106,59198,0.2155723416618245,1721,2604,0.0583392984967788,1020,9.17,23.8,16.7,15.2,0
39035186107,114076,0.0,185,2680,0.0193905817174515,1768,1.87,23.7,14.0,13.6,0
39035186201,78339,0.396694214876033,605,2340,0.0233170364798796,1553,2.64,24.7,16.8,15.0,0
39035186202,133566,0.0551181102362204,127,1704,0.0611562350692785,1683,1.34,23.6,14.1,13.2,0
39035186203,116964,0.0,33,1478,0.0216515609264854,-666666666,1.17,23.5,12.3,12.9,0
39035186205,119926,0.2589928057553957,139,2145,0.0250714059028879,1370,0.0,24.1,13.3,13.9,0
39035186206,136023,0.1538461538461538,143,1512,0.0175614651279478,1120,0.0,23.1,12.7,13.2,0
39035187103,91250,0.329608938547486,358,1358,0.1003201707577374,1235,13.89,23.4,16.6,16.1,0
39035187104,120917,0.2723112128146453,437,1435,0.0356004250797024,1546,4.19,23.8,11.7,13.8,0
39035187105,81006,0.3076923076923077,442,1005,0.0642045454545454,1045,6.17,27.4,13.5,18.1,0
39035187106,77039,0.0199556541019955,451,1326,0.0240226095148374,1255,7.62,26.5,12.6,16.5,0
39035188103,51576,0.1428571428571428,273,1304,0.1363996827914353,970,18.63,18.0,21.2,14.5,1
39035188106,48111,0.2711864406779661,590,1131,0.0644910644910645,999,13.84,20.5,25.9,17.8,1
39035188107,42143,0.3505572441742654,987,1445,0.1973490427098674,918,17.53,22.0,22.0,18.9,1
39035189105,102734,0.2159090909090909,264,1684,0.0118929633300297,1621,2.13,23.6,14.1,13.2,0
39035189107,89432,0.0547263681592039,201,2207,0.0167166738105443,985,2.84,22.9,13.1,12.5,0
39035189108,119702,0.4524495677233429,347,2112,0.0137898240608654,2240,2.46,21.1,13.5,11.3,0
39035189109,82059,0.0729613733905579,466,1752,0.1318732525629077,1196,0.93,24.0,15.1,13.6,0
39035189110,78816,0.1215686274509803,1275,2505,0.0594690265486725,1486,5.73,24.7,11.9,14.5,0
39035189111,107022,0.2741258741258741,1430,3782,0.0179856115107913,1310,6.01,22.7,12.8,12.4,0
39035189112,150179,0.0,72,1732,0.0121731289449954,2074,1.31,23.4,12.9,12.8,0
39035190502,51708,0.4662162162162162,296,1455,0.0025673940949935,3050,1.47,20.8,19.2,11.1,1
39035190503,96736,0.0,26,692,0.0313852813852813,-666666666,0.0,24.1,14.5,13.7,0
39035192300,96458,0.0666666666666666,30,588,0.0143979057591623,1525,3.9,25.1,14.9,14.9,0
39035192800,162625,0.0714285714285714,126,816,0.013767209011264,1388,3.78,20.3,12.7,10.5,0
39035192900,93352,0.1379310344827586,58,808,0.0763598326359832,1257,4.19,24.0,14.6,13.8,0
39035194100,95521,0.1325301204819277,83,937,0.0788381742738589,1631,3.91,22.6,17.2,13.1,0
39035194300,104940,0.3310344827586207,290,1461,0.0819755600814663,1479,1.81,22.7,13.3,12.7,0
39035194500,214219,0.0892857142857142,56,849,0.0461828463713477,2050,5.03,21.3,12.3,10.8,1
39035195600,49669,0.1130136986301369,876,2605,0.0170250896057347,879,6.3,19.9,23.0,16.0,1
39035195700,58224,0.0957943925233644,428,1746,0.0561738208797032,980,11.09,21.1,24.8,16.0,0
39035195800,188036,0.0,40,1562,0.003584229390681,2208,2.41,21.8,12.7,12.1,0
39035195900,105156,0.195822454308094,383,2045,0.0345611641655297,1076,2.91,23.0,11.8,11.9,0
39035196000,66940,0.7737556561085973,221,890,0.1337126600284495,-666666666,2.36,18.2,19.1,12.3,0
39035196100,57216,0.1743970315398886,539,1251,0.078927773641102,997,23.1,26.0,20.3,17.6,0
39035196200,16440,0.4909747292418772,1662,1972,0.0844444444444444,926,42.24,26.4,34.0,24.0,1
39035196300,197933,0.4516129032258064,93,1853,0.05005005005005,1679,1.4,22.3,11.8,11.5,0
39035196400,32850,0.1498516320474777,674,1223,0.1174978867286559,757,36.82,25.0,39.9,21.3,1
39035980100,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
39035980500,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
39035981100,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
39035990000,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
39037500100,82206,0.1655629139072847,151,1524,0.005907626208378,856,4.81,26.3,18.4,18.1,0
39037510100,49183,0.108235294117647,425,1739,0.0556455969746083,806,16.44,27.9,26.1,20.0,0
39037520100,67656,0.1034482758620689,348,1415,0.0113821138211382,696,13.04,26.7,19.1,18.5,0
39037530100,82072,0.1859838274932614,371,1905,0.0108108108108108,671,4.64,25.2,17.1,16.5,0
39037540100,68418,0.232824427480916,262,1343,0.0139056831922611,876,7.18,27.0,22.5,18.9,0
39037550100,71094,0.0429447852760736,163,1436,0.0,778,7.27,26.4,21.2,17.7,0
39037555101,35580,0.1517747858017135,817,1842,0.0471894517696044,641,12.61,27.6,27.9,20.0,0
39037555102,40024,0.1462686567164179,1005,1813,0.0452039691289966,717,14.44,30.4,31.1,22.8,0
39037570101,63695,0.0393700787401574,254,1267,0.0319218241042345,536,3.53,26.3,18.9,17.6,0
39037570102,63420,0.135048231511254,622,2509,0.0242483026188166,828,8.4,26.7,19.7,18.0,0
39039958100,95060,0.0,147,1729,0.0242931103146156,972,4.46,24.5,16.8,16.1,1
39039958200,78342,0.319672131147541,122,1786,0.108012568735271,643,9.0,26.0,20.3,17.7,0
39039958300,60960,0.0477223427331887,461,1592,0.0314496314496314,748,7.75,25.8,19.0,18.0,0
39039958400,73710,0.0522388059701492,268,1618,0.029087261785356,821,7.77,25.3,18.1,17.0,0
39039958500,50201,0.3190730837789661,561,1744,0.0996884735202492,739,13.16,25.1,20.4,17.6,0
39039958600,58266,0.1664233576642335,685,1851,0.0266086115142718,921,14.72,26.1,21.2,18.6,0
39039958700,71360,0.3725910064239828,467,2249,0.0587995100040833,733,8.52,24.1,20.3,16.3,0
39039958800,59688,0.1923076923076923,572,1712,0.0429025423728813,824,23.18,26.1,21.8,18.8,0
39039958900,72250,0.0,165,2282,0.0123089983022071,875,3.35,24.5,18.9,16.4,0
39043040100,87865,0.0721357850070721,707,2773,0.034715525554484,1085,2.71,23.8,14.8,15.1,0
39043040200,73424,0.0300751879699248,266,2219,0.0389550870760769,708,4.71,23.5,16.1,15.1,0
39043040300,82610,0.1750741839762611,337,2768,0.0573314801945795,1022,3.3,24.8,17.2,16.4,0
39043040400,71635,0.2853260869565217,368,3273,0.035182119205298,1054,3.81,22.3,14.8,13.4,0
39043040500,60588,0.1504424778761062,565,2155,0.0453159041394335,852,13.07,25.1,15.0,16.4,0
39043040700,48832,0.2085714285714285,700,2113,0.0788770053475935,724,17.21,25.2,21.7,19.1,1
39043040900,47891,0.1121076233183856,446,1551,0.0343007915567282,853,12.03,26.2,25.6,19.6,1
39043041000,44902,0.286831812255541,767,1366,0.0969267139479905,747,12.43,25.4,29.2,20.4,1
39043041100,61064,0.2037351443123939,589,1862,0.1350349938246192,883,19.08,27.2,24.2,21.6,0
39043041200,46849,0.374805598755832,643,1371,0.0532818532818532,835,20.15,26.4,25.7,21.4,1
39043041300,43125,0.4002808988764045,712,1795,0.0826446280991735,873,25.22,26.4,25.1,20.1,1
39043041400,78125,0.1764705882352941,204,1075,0.026535253980288,658,4.37,21.0,18.0,14.1,0
39043041600,77003,0.2525,400,2303,0.010840108401084,970,1.35,24.6,16.4,16.3,0
39043041800,89467,0.0438247011952191,251,2658,0.0187617260787992,897,0.82,24.0,14.6,15.5,0
39043990100,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
39045030100,59883,0.2147058823529411,340,2134,0.0737033666969972,1072,6.37,25.8,18.5,16.4,0
39045030200,67593,0.0982658959537572,173,1263,0.0433807030665669,1138,7.57,26.8,18.5,17.5,0
39045030300,55827,0.224390243902439,615,1472,0.0577663671373555,827,17.11,27.8,19.5,18.4,0
39045030400,120945,0.1153846153846153,78,1675,0.0158793171893608,811,3.74,24.6,14.8,14.8,0
39045030700,109267,0.1448275862068965,145,1545,0.0166358595194085,1438,1.53,25.5,13.6,15.7,0
39045030800,112446,0.0,164,2008,0.0191950464396284,1058,1.51,26.1,16.4,15.9,0
39045031000,108237,0.1786743515850144,347,2370,0.0544131603922809,1244,5.59,25.1,16.6,15.4,0
39045031100,74984,0.0897435897435897,312,2496,0.0372064653857883,873,11.57,27.1,19.1,17.9,0
39045031200,69632,0.4379084967320261,306,1991,0.0374653098982423,715,5.13,26.7,19.0,17.3,0
39045031300,47132,0.0954128440366972,545,1408,0.0172642762284196,405,12.89,26.4,21.5,16.5,0
39045031500,55365,0.1153846153846153,780,1502,0.0728476821192053,1068,11.93,28.3,26.4,19.1,0
39045031600,47583,0.2178010471204188,955,3112,0.0347124824684432,910,19.49,27.5,22.1,18.0,0
39045031700,44396,0.134180790960452,708,1719,0.083941605839416,927,25.46,30.0,25.8,21.9,1
39045032000,47011,0.1792079207920792,1010,1607,0.1584213451917732,951,20.68,30.2,23.7,21.5,0
39045032100,69095,0.2666666666666666,270,1459,0.0092348284960422,1112,11.92,27.5,17.5,17.6,0
39045032200,42292,0.1278890600924499,649,1557,0.0444282592862345,850,37.47,29.9,22.1,21.0,1
39045032300,48896,0.2853223593964334,729,1881,0.0372184133202742,909,10.02,28.2,22.6,19.4,0
39045032701,92813,0.2841823056300268,373,1815,0.029,1417,1.68,23.6,14.7,15.9,0
39045032800,127899,0.116504854368932,103,1465,0.0306252658443215,2682,0.94,23.5,13.5,14.0,0
39045033000,122500,0.23,200,1964,0.0117690327326222,1626,5.34,24.3,14.8,15.0,0
39047925800,67656,0.060200668896321,299,1372,0.0191961607678464,926,18.14,25.8,20.4,18.0,0
39047925900,50625,0.1152993348115299,451,1684,0.0346268656716417,821,15.35,27.1,23.0,19.6,0
39047926000,47995,0.2636054421768707,588,1872,0.0985994397759103,664,12.94,26.5,23.7,18.6,0
39047926100,40852,0.1847014925373134,1072,2266,0.0809361287176986,762,23.23,29.9,29.0,22.7,0
39047926200,58153,0.098343685300207,966,2167,0.0343157044812272,779,21.0,25.4,19.3,17.5,0
39047926300,68202,0.3386004514672686,443,1613,0.0255874673629242,717,8.11,27.1,22.2,19.3,0
39047926400,70333,0.0,306,1711,0.0102249488752556,840,7.5,26.2,20.2,18.3,0
39051040100,80970,0.1055900621118012,161,1425,0.0193861066235864,1120,4.72,25.0,16.3,16.9,0
39051040200,69899,0.0559284116331096,447,1996,0.0385304659498207,872,4.76,25.1,18.0,17.1,0
39051040300,71389,0.2203389830508474,177,2136,0.0856245090337784,687,2.94,25.3,20.0,17.3,0
39051040400,70347,0.274914089347079,291,1329,0.0312292358803986,797,11.18,26.5,19.9,18.8,0
39051040500,82396,0.0171428571428571,350,2017,0.0099198779091949,641,4.4,25.1,17.4,17.2,0
39051040600,77674,0.0,112,1757,0.0321320017368649,935,7.01,24.1,18.0,16.4,0
39051040800,60461,0.2314285714285714,350,2052,0.0238978162340337,755,10.55,25.5,20.7,18.1,0
39051040900,68167,0.2087912087912088,455,1886,0.0558035714285714,770,9.32,23.4,18.8,15.9,0
39053953500,70765,0.1224489795918367,245,2135,0.012174875484228,773,8.19,28.2,21.9,19.2,0
39053953600,58285,0.2631578947368421,266,1907,0.0253025302530253,862,15.15,29.0,25.0,20.4,0
39053953700,46786,0.1076923076923077,260,1661,0.0165343915343915,635,27.76,30.0,24.9,21.4,0
39053953800,57672,0.0829875518672199,241,1811,0.0470171890798786,872,13.9,28.3,23.5,19.4,0
39053954000,58587,0.1877729257641921,687,1927,0.0443173695496783,783,23.66,27.8,24.7,19.0,0
39053954100,46613,0.3142857142857143,385,1249,0.0,829,14.65,28.5,25.9,20.0,0
39055310100,76667,0.0930232558139534,86,1015,0.0228070175438596,950,10.33,24.0,17.1,16.3,0
39055310200,87692,0.0,55,871,0.0238532110091743,1150,2.5,23.6,15.7,15.8,0
39055310600,103899,0.0,154,2349,0.0263427984946972,-666666666,2.1,23.1,16.1,14.8,0
39055310700,96142,0.0434782608695652,207,1833,0.0662759242560865,-666666666,5.03,23.2,15.8,14.7,0
39055310800,129592,0.1206896551724138,116,2678,0.0416028586013272,566,1.63,21.8,13.5,13.5,0
39055310900,72018,0.256544502617801,191,1353,0.042287075640262,1239,11.11,25.2,20.4,18.0,1
39055311000,81364,0.263803680981595,163,1015,0.0433973961562306,922,3.94,28.4,27.2,21.9,0
39055311300,74071,0.1586206896551724,435,1846,0.0239300506212609,908,6.02,25.0,19.2,17.3,0
39055311400,91520,0.1041666666666666,144,2360,0.0240765171503957,873,11.4,23.1,16.0,15.0,0
39055311500,101923,0.0,419,2326,0.0513833992094861,1184,1.66,21.8,14.7,13.4,0
39055311600,175343,0.0,36,1462,0.0274566473988439,1882,0.0,22.2,11.8,13.0,0
39055311700,130769,0.3669467787114845,357,2076,0.0200279459711224,3501,2.04,19.6,14.0,11.5,0
39055311800,122067,0.3251748251748251,286,3171,0.0336343115124153,2254,1.92,21.9,12.6,13.2,0
39055311900,128542,0.5267857142857143,112,2512,0.0084410445792666,1173,2.73,22.5,13.4,13.8,0
39055312000,80446,0.0628571428571428,175,1048,0.0117801047120418,931,7.19,25.1,20.0,17.8,0
39055312100,87804,0.0,80,1128,0.0053191489361702,668,11.78,28.2,23.6,21.5,0
39055312201,87143,0.2163323782234957,698,2379,0.0268199233716475,1034,6.28,23.8,16.2,15.4,0
39055312202,119688,0.0,41,1498,0.0060150375939849,1142,0.98,23.1,15.9,14.8,0
39055312203,101827,0.0891089108910891,101,1829,0.0263353115727002,970,6.93,23.8,15.4,15.7,1
39055312300,63107,0.2237061769616026,599,1802,0.0775527789745799,774,10.17,25.3,21.3,18.0,0
39055312400,77083,0.2321428571428571,112,914,0.0254681647940074,845,13.43,29.2,26.1,22.5,0
39057200101,45670,0.2595870206489675,678,1228,0.0863095238095238,918,15.27,27.4,21.2,20.4,0
39057200103,63638,0.1502732240437158,732,1961,0.0165289256198347,764,13.56,23.9,15.0,16.7,0
39057200104,39630,0.2492581602373887,1685,2332,0.0856259659969088,993,30.37,29.9,16.0,24.7,0
39057200300,51039,0.1564722617354196,703,1800,0.044589450788472,815,27.54,26.8,20.9,19.2,1
39057200400,36663,0.2709766162310866,727,1288,0.0116550116550116,846,15.44,28.2,24.5,20.8,1
39057200500,58676,0.1613226452905811,998,2245,0.0895087427144046,1025,24.67,27.9,22.1,20.5,0
39057200600,74226,0.1923076923076923,234,1714,0.0224411603721948,1004,8.54,24.7,19.6,16.9,0
39057200700,28355,0.26821608040201,1592,2206,0.1123315027458811,822,34.19,30.0,26.2,24.1,1
39057210300,109063,0.1213592233009708,206,1538,0.0425531914893617,1167,2.46,22.8,13.3,14.2,0
39057210401,76861,0.1556383970177073,1073,2430,0.0,1156,2.76,24.4,18.9,16.7,0
39057210402,107109,0.1580459770114942,348,2124,0.0401766004415011,1218,1.43,22.8,14.0,14.1,0
39057210500,162768,0.4607843137254901,102,2202,0.0216039279869067,1396,0.0,21.3,12.8,12.7,0
39057210602,108207,0.3793103448275862,261,2176,0.0359712230215827,1094,5.05,23.5,13.4,14.5,0
39057210603,183351,0.2617801047120419,191,2863,0.0252725470763131,2318,2.59,22.1,10.3,13.1,0
39057230100,90121,0.3333333333333333,183,1027,0.0686416184971098,953,3.34,23.7,17.7,14.9,0
39057240100,53214,0.2307692307692307,598,1468,0.04296875,535,14.94,24.2,17.6,16.0,0
39057240200,47164,0.2371663244353182,974,2077,0.0725925925925926,1000,29.4,27.7,24.5,20.9,0
39057240302,33821,0.2113442113442113,1287,2179,0.1841326228537596,766,21.81,26.9,26.6,19.6,0
39057240500,67311,0.1739130434782608,414,2061,0.0252143217347453,779,8.04,23.6,17.9,15.6,0
39057240600,69615,0.2698744769874477,478,1521,0.1146616541353383,798,24.66,24.2,18.4,21.5,1
39057240700,66750,0.0458333333333333,240,1192,0.0368946963873943,1045,9.17,25.9,23.3,18.4,0
39057255000,78813,0.1578947368421052,608,1942,0.0459153249850924,778,11.12,21.7,14.6,13.0,0
39057260100,83155,0.1086350974930362,359,1550,0.0912270475080151,837,5.29,28.2,11.6,20.2,0
39057270100,63003,0.1309192200557103,359,1687,0.0841320553780617,778,11.01,25.7,18.4,17.5,0
39057280101,94292,0.0,46,1038,0.1095988538681948,740,3.21,23.7,14.9,15.2,0
39057280102,90268,0.0387596899224806,129,972,0.0053428317008014,765,5.42,24.2,16.5,16.0,0
39057280200,95221,0.0714285714285714,84,666,0.0106060606060606,1652,3.35,22.7,13.0,13.6,0
39057280300,69924,0.081081081081081,407,453,0.0832025117739403,1392,1.28,26.8,12.8,20.4,0
39059977100,53703,0.0852713178294573,258,2305,0.0131880733944954,846,14.78,27.2,23.0,19.1,0
39059977200,69426,0.0,134,2258,0.0137236962488563,1095,10.36,26.2,22.1,17.8,0
39059977300,34292,0.3432574430823117,571,1661,0.0099585062240663,705,33.33,28.1,27.0,20.0,0
39059977400,55625,0.4416058394160584,548,1594,0.0594479830148619,652,16.74,26.0,24.7,18.0,0
39059977500,68361,0.2097087378640776,515,1560,0.0263016639828234,855,17.44,29.5,23.0,21.1,0
39059977600,32333,0.3094928478543563,769,1487,0.0278035217794253,913,30.1,30.6,35.7,23.0,0
39059977700,67014,0.1412429378531073,354,1887,0.1130760986066452,999,5.99,25.4,18.8,16.9,0
39059977800,59448,0.0403587443946188,223,2122,0.0136363636363636,1047,5.34,27.2,22.4,18.8,0
39059977900,46933,0.1213720316622691,758,2056,0.1038046031000469,696,26.54,28.3,24.3,20.2,0
39059978000,60472,0.0335570469798657,298,2121,0.0481194690265486,736,13.05,26.7,21.8,18.5,0
39061000200,18327,0.4028629856850715,489,590,0.0440677966101694,827,55.56,24.9,37.2,22.8,1
39061000700,102474,0.1240694789081885,1612,1904,0.0398832684824902,1554,0.0,23.9,11.7,16.2,0
39061000900,89044,0.0485651214128035,453,1058,0.1319327731092437,719,48.52,27.0,23.8,20.3,0
39061001000,89400,0.1059683313032886,821,1227,0.0306748466257668,1575,38.06,25.9,10.2,16.5,0
39061001100,76196,0.0734908136482939,381,605,0.017632241813602,1169,52.57,27.8,12.2,18.6,0
39061001600,32769,0.1608695652173913,460,870,0.0602409638554216,700,57.14,25.4,20.4,19.1,1
39061001700,73750,0.1924778761061946,452,1040,0.0746500777604976,800,65.53,27.9,23.2,22.3,1
39061001800,67700,0.0829596412556053,446,871,0.0045351473922902,1031,23.66,27.8,16.3,18.8,0
39061001900,59441,0.200424178154825,943,1352,0.0234427327528466,1029,8.6,27.6,14.2,18.7,0
39061002000,85962,0.1097308488612836,483,1024,0.0273127753303964,1040,2.26,25.6,12.0,15.3,0
39061002200,29589,0.2151767151767152,962,1529,0.1701427003293084,845,26.58,27.3,31.8,23.8,1
39061002300,42154,0.2752136752136752,585,893,0.0915119363395225,1305,48.61,27.5,20.3,21.2,0
39061002500,37766,0.4250425894378194,1174,1561,0.0537383177570093,1163,8.27,35.9,24.9,29.7,0
39061002600,40510,0.29009009009009,1110,1471,0.0295081967213114,1138,31.55,34.6,21.0,27.8,0
39061002700,77714,0.2189473684210526,475,922,0.0400943396226415,1002,17.7,28.8,15.4,20.5,0
39061002800,54375,0.1176470588235294,357,614,0.1616871704745167,842,24.59,27.7,24.0,21.6,1
39061003000,29650,0.451171875,512,690,0.1243571762505843,1168,40.35,34.8,20.7,30.2,0
39061003200,32933,0.4050632911392405,632,760,0.0320796460176991,1304,20.99,30.7,18.4,23.9,0
39061003300,25822,0.3626373626373626,1183,1415,0.1035564853556485,1120,27.27,34.5,23.3,28.8,1
39061003600,32946,0.211340206185567,582,812,0.0,547,62.92,21.8,34.4,18.8,1
39061003700,19221,0.2602905569007264,826,1294,0.0223152022315202,365,57.71,24.9,32.5,21.4,1
39061003800,37042,0.356,500,1231,0.1163287086446104,883,44.28,23.6,31.2,20.9,1
39061003900,46969,0.2489270386266094,233,1068,0.0407938257993384,1001,31.77,22.5,23.3,19.4,1
39061004000,79306,0.1284046692607003,257,1000,0.0366812227074235,1250,24.39,22.4,19.0,16.1,0
39061004100,75938,0.1149425287356321,348,892,0.0383104125736738,1214,20.0,24.2,12.3,15.2,0
