GEOID,median_household_income,rent_burden_35_plus_share,renter_occupied_units,total_housing_units,unemployment_rate_proxy,median_gross_rent,poverty.rate,depression_among_adults,fair_poor_health_status,frequent_mental_distress,high_eviction_risk
12103028002,123512,0.2492668621700879,341,2760,0.0222693531283138,1838,1.44,18.1,14.9,12.1,0
12103028004,113676,0.0925925925925925,324,1697,0.0246189917936694,1988,5.34,18.3,15.7,12.6,0
12103028102,91993,0.631578947368421,418,2230,0.027027027027027,1592,7.2,18.7,17.1,13.2,0
12103028103,42813,0.2360742705570291,754,1696,0.0766773162939297,988,0.0,18.7,21.2,13.8,0
12103028104,52801,0.4952919020715631,531,3075,0.0545977011494252,1781,5.14,16.1,20.8,10.9,0
12103028200,69722,0.0,151,1240,0.0761278195488721,1218,6.26,20.4,17.3,15.9,0
12103028300,52177,0.2736486486486486,592,2149,0.0611325611325611,1530,15.2,21.1,20.2,17.4,0
12103028500,67193,0.3131313131313131,297,1351,0.0388457269700332,1073,21.67,20.6,19.6,15.3,0
12103028700,49261,0.2417582417582417,273,1225,0.1132930513595166,1268,34.17,18.5,29.8,21.2,1
12103990000,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
12103990100,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,0
12105010300,52696,0.0749440715883668,894,2044,0.0419047619047619,1100,19.17,20.9,23.9,20.0,1
12105010401,52663,0.2576335877862595,524,1035,0.0021119324181626,861,10.99,20.9,20.0,17.4,0
12105010402,57532,0.1830065359477124,765,1551,0.030713640469738,986,6.68,24.7,15.6,23.6,1
12105010501,99911,0.2012195121951219,164,769,0.0577478344562078,1033,7.82,19.0,14.9,15.6,0
12105010502,88281,0.065040650406504,492,1902,0.0185979971387696,1203,6.67,19.9,16.1,15.9,0
12105010601,63125,0.1198871650211565,709,1824,0.0609608397254743,1319,9.65,20.8,19.0,18.1,0
12105010603,94621,0.0,115,1334,0.0450721153846153,1500,4.95,19.6,17.2,15.6,0
12105010604,75488,0.0948379351740696,833,1676,0.0214723926380368,1297,2.55,21.0,18.1,18.1,1
12105010701,60909,0.2875912408759124,685,2354,0.0556962025316455,1154,12.19,19.3,21.6,16.8,0
12105010702,62098,0.0802377414561664,673,1903,0.0574456218627997,1356,2.8,18.5,17.6,15.2,0
12105010800,42117,0.287515762925599,793,1795,0.0209084354722422,1116,33.89,20.7,25.9,19.0,0
12105010900,34531,0.3281807372175981,841,2141,0.0517902813299232,1104,33.09,19.9,30.6,19.4,1
12105011000,31736,0.2594501718213058,582,1594,0.1016225448334756,840,27.06,19.0,36.9,19.6,1
12105011100,42629,0.2569316081330868,541,1240,0.0876288659793814,1056,47.75,19.2,33.5,21.5,1
12105011202,36621,0.3111111111111111,180,660,0.0710306406685236,1206,30.75,16.6,30.7,20.0,1
12105011203,36290,0.3301787592008412,951,1457,0.0917241379310344,968,42.69,19.1,40.4,23.2,1
12105011204,25642,0.2262931034482758,464,769,0.2575452716297787,902,45.67,21.6,43.0,26.0,0
12105011300,33031,0.4084967320261438,306,812,0.1009389671361502,954,28.71,20.1,30.5,20.6,1
12105011400,46526,0.16875,1120,2038,0.0713318284424379,1171,15.36,20.5,32.9,20.7,0
12105011501,37763,0.2269272529858849,921,2223,0.0522030651340996,1058,25.25,23.0,32.6,22.7,1
12105011502,70980,0.1154345006485084,1542,3620,0.0440778799351,1329,3.81,19.1,18.1,17.1,0
12105011603,57656,0.0,121,1260,0.0693739424703891,934,13.14,18.9,29.1,15.7,1
12105011604,46278,0.1001251564455569,799,2464,0.0345094998061264,860,11.48,21.2,30.2,19.1,1
12105011605,69028,0.0,53,1872,0.0405569007263922,-666666666,6.37,18.2,19.9,15.1,0
12105011606,60870,0.1105527638190954,199,815,0.0507968127490039,1408,4.68,23.0,20.2,21.1,1
12105011704,34514,0.3016194331983806,988,2123,0.0218014916810097,990,40.52,22.3,33.7,22.6,1
12105011721,56591,0.3369175627240143,279,1200,0.0561643835616438,920,28.24,22.8,28.1,21.1,0
12105011722,41121,0.298804780876494,251,1704,0.1750503018108652,1250,7.66,19.5,25.6,17.2,1
12105011731,49359,0.2655038759689923,516,1625,0.0421768707482993,1279,21.59,23.3,21.8,23.1,1
12105011732,47454,0.3685152057245081,559,1638,0.098249576510446,1001,33.5,20.7,27.0,21.0,1
12105011821,111250,0.175438596491228,114,1039,0.05,1919,1.83,19.6,16.6,15.2,0
12105011822,113333,0.0,141,1521,0.0503175378602833,1673,5.13,19.6,17.0,15.7,0
12105011832,77015,0.0521472392638036,652,2010,0.0328058664608259,1451,11.1,20.2,18.8,18.2,0
12105011834,74174,0.301750772399588,971,3096,0.0262576008844665,1701,4.99,19.7,16.8,16.5,0
12105011835,103540,0.0,338,1895,0.0167238421955403,1707,3.58,18.8,13.6,14.7,0
12105011836,77127,0.2362869198312236,237,1400,0.0383250532292406,1259,0.0,19.0,17.6,15.2,0
12105011901,56174,0.208133971291866,836,2122,0.0410414827890556,1166,12.29,21.9,27.8,20.4,0
12105011902,66903,0.5020746887966805,241,1475,0.0283687943262411,932,2.87,20.3,21.7,17.5,0
12105011908,63011,0.2004744958481613,843,1896,0.0246007768666378,1156,5.62,21.8,22.0,19.8,0
12105011909,100588,0.2586206896551724,174,1372,0.0045385779122541,2015,0.77,19.9,15.5,16.1,0
12105011910,78929,0.0679611650485436,103,556,0.0962800875273523,1097,10.54,21.4,25.8,19.2,0
12105011911,91766,0.0,92,1304,0.0085790884718498,1202,3.44,19.5,14.7,16.0,0
12105011912,83661,0.1983122362869198,237,1185,0.0383912248628884,1116,6.73,20.1,18.4,17.4,0
12105011913,55521,0.174757281553398,309,962,0.0669603524229074,1157,10.96,19.9,20.7,18.5,1
12105012001,69468,0.2484076433121019,471,1971,0.0374948496085702,1215,16.0,20.6,24.6,19.9,1
12105012002,32183,0.2210526315789473,285,1944,0.0,1218,15.07,20.2,34.4,18.6,1
12105012003,70154,0.3872832369942196,692,3375,0.0276829730754645,1358,11.78,18.2,20.9,15.5,1
12105012004,76964,0.0,206,1368,0.0866477272727272,919,3.31,18.5,18.7,14.9,1
12105012113,57591,0.188295165394402,393,2689,0.0275913497390007,1794,2.95,19.8,21.6,17.3,0
12105012124,62319,0.2062084257206208,451,2139,0.1203736974487962,1070,10.02,22.0,25.4,20.0,1
12105012125,64153,0.291970802919708,137,1055,0.0377094972067039,1342,16.09,22.6,25.5,21.0,1
12105012126,70388,0.0737704918032786,244,1843,0.0421875,1818,2.2,16.7,18.5,14.7,0
12105012127,64977,0.2098512057465366,1949,3842,0.0462883959044368,1342,1.23,18.4,19.3,16.0,0
12105012128,71194,0.4956709956709956,462,1911,0.0616493194555644,1745,3.67,19.5,21.6,17.7,0
12105012203,58828,0.2037037037037037,324,1143,0.0834564254062038,1127,13.35,21.9,27.8,20.4,0
12105012303,65682,0.0980926430517711,367,1583,0.0525012382367508,1311,9.32,19.5,19.9,17.0,0
12105012304,91203,0.1736842105263158,190,1905,0.0547945205479452,1699,4.28,20.2,17.5,16.6,0
12105012305,46875,0.1676300578034682,173,632,0.0369515011547344,919,29.58,24.0,31.3,22.3,0
12105012306,72831,0.07,100,902,0.1002202643171806,-666666666,6.64,21.1,21.6,18.5,0
12105012307,61557,0.1496598639455782,147,1053,0.035303776683087,1194,21.15,21.6,23.8,19.6,0
12105012309,57300,0.0,50,800,0.0660287081339713,1034,21.19,23.5,25.5,21.4,1
12105012404,55417,0.0,18,351,0.0,-666666666,14.78,18.1,28.7,20.7,1
12105012405,72145,0.4347048300536673,1118,4693,0.0875460003873716,1918,12.5,19.2,19.0,16.8,1
12105012407,75745,0.15,60,689,0.0569259962049335,-666666666,1.38,20.0,20.0,17.2,0
12105012408,96442,0.2676767676767677,198,2245,0.0480514566780174,1167,24.31,19.5,16.6,16.2,0
12105012409,80530,0.2191780821917808,146,931,0.0721461187214611,1884,16.63,20.5,22.1,18.6,0
12105012410,66813,0.1805555555555555,144,1136,0.0169606512890094,1357,10.09,17.8,20.8,16.8,0
12105012411,68283,0.3333333333333333,732,3232,0.076945328319352,1636,17.34,18.6,20.9,16.9,0
12105012502,74441,0.1425149700598802,835,5594,0.0471926083866382,966,11.61,18.7,22.5,17.7,0
12105012506,68142,0.2889400921658986,2170,5545,0.0247878216354573,1867,8.64,20.0,17.4,18.3,0
12105012601,60407,0.1410048622366288,617,3352,0.0084159903817252,1292,16.52,18.2,29.7,19.0,0
12105012602,51250,0.1778006166495375,973,2137,0.1122715404699739,1094,44.96,19.3,35.5,20.9,0
12105012802,69545,0.4458128078817734,406,2352,0.0762096774193548,1126,16.36,18.3,22.4,16.8,1
12105012803,48605,0.52,275,2938,0.0083969465648854,-666666666,6.85,17.1,26.5,13.3,0
12105012804,56903,0.1727447216890595,521,3563,0.0075309306078536,1544,7.23,16.8,22.1,14.1,0
12105012900,62621,0.4264264264264264,666,2883,0.0658459776696249,1221,28.29,18.7,21.6,16.8,0
12105013001,75490,0.2907801418439716,141,1277,0.0192786069651741,1324,3.25,21.2,22.8,19.3,1
12105013002,60625,0.0835117773019272,934,2498,0.0694077706525839,1004,34.89,21.4,28.6,20.1,1
12105013101,114205,0.1568627450980392,204,1774,0.036389582590082,1219,4.38,19.8,17.2,16.3,0
12105013102,42589,0.3064220183486238,545,1858,0.0853510895883777,1059,15.42,21.9,26.4,19.8,1
12105013103,57014,0.0304568527918781,197,526,0.0132939438700147,831,37.14,23.7,40.6,23.8,1
12105013200,35682,0.1995515695067264,446,802,0.0350492880613362,945,25.05,20.8,31.4,21.4,0
12105013300,27460,0.4564643799472295,379,1089,0.1007121057985757,834,37.71,21.2,36.9,22.0,1
12105013400,34642,0.1712538226299694,654,2406,0.0457119741100323,1079,20.61,20.9,30.1,21.1,1
12105013500,69102,0.313915857605178,309,1796,0.0329807093963907,1168,14.84,18.3,23.0,15.4,0
12105013701,30089,0.2359667359667359,962,1311,0.0,611,18.21,19.7,31.9,18.1,1
12105013702,47476,0.3545183714001986,1007,2879,0.0311577566415218,1328,6.56,19.6,26.8,19.7,1
12105013801,47163,0.2771982116244411,671,1767,0.0124223602484472,1135,19.94,20.4,26.2,19.8,1
12105013802,53182,0.1725118483412322,1055,2849,0.0831733845169545,1158,16.84,21.0,26.6,20.5,0
12105013901,41722,0.3106060606060606,924,1467,0.0443729903536977,1247,19.53,21.2,27.8,21.7,0
12105013902,74442,0.3025477707006369,314,2216,0.0284537626357169,1041,5.83,18.8,19.5,15.5,0
12105014001,75855,0.0641247833622183,577,2478,0.018043416972089,1387,6.76,19.8,20.2,17.2,0
12105014003,59688,0.2471098265895953,692,1627,0.0279361459521094,1508,16.54,19.7,24.0,17.6,0
12105014005,91457,0.4055555555555555,180,1871,0.0176659528907922,879,3.56,19.3,18.2,16.0,0
12105014006,77841,0.0,102,1511,0.1418645049218297,1399,6.57,18.2,16.1,15.0,0
12105014104,54737,0.1923076923076923,104,831,0.0601941747572815,1758,5.59,19.5,29.8,19.3,0
12105014121,56920,0.1642512077294686,207,1302,0.0089736399326977,1630,23.9,18.8,24.4,18.5,1
12105014123,60481,0.3429541595925297,589,3443,0.0603284902084649,1190,7.47,19.2,24.9,16.6,0
12105014124,41402,0.2151162790697674,172,1560,0.0048780487804878,1054,8.73,18.9,30.3,17.7,0
12105014201,55893,0.2460063897763578,626,2635,0.0303197353914002,958,7.65,20.2,28.9,17.8,1
12105014202,67284,0.1450777202072538,193,1281,0.0640593391773432,1140,4.67,19.7,21.6,16.5,1
12105014203,34129,0.2638888888888889,72,2960,0.0841232227488151,1048,6.86,19.0,26.3,15.3,0
12105014301,27589,0.3783783783783784,407,888,0.2300578034682081,827,42.04,18.9,39.5,22.8,1
12105014501,49600,0.3835403726708074,644,3841,0.0258344764517604,1093,21.81,19.7,26.2,19.0,0
12105014502,39375,0.2151162790697674,344,995,0.0156826568265682,863,32.3,21.9,42.2,23.0,0
12105014600,62200,0.1273291925465838,322,1617,0.0634455832113226,1051,19.84,20.4,24.3,19.3,1
12105014701,58708,0.4397394136807817,614,2463,0.0126624458513828,921,11.14,20.2,24.1,18.2,0
12105014802,55366,0.0874035989717223,389,1139,0.0199128811449906,879,17.08,21.1,27.4,20.5,0
12105014803,91563,0.3278301886792453,424,1466,0.0305555555555555,846,0.0,19.5,16.8,17.1,0
12105014804,100868,0.2146118721461187,438,4019,0.0282287822878228,1721,3.88,18.9,16.8,15.5,1
12105015000,49681,0.1867535287730727,921,2215,0.0809906291834002,1041,17.75,21.1,27.8,20.9,0
12105015101,64936,0.2743142144638404,401,1729,0.0205290169759178,1282,13.88,19.8,19.7,17.2,0
12105015102,84141,0.0389610389610389,154,1044,0.0825958702064896,1242,11.48,19.5,16.3,15.8,0
12105015200,36299,0.3284241531664212,679,1641,0.0118110236220472,857,26.2,20.5,27.5,21.0,1
12105015301,40977,0.1678571428571428,280,1551,0.0437915742793791,889,15.88,22.4,33.8,22.0,1
12105015302,68646,0.0,168,1123,0.032824427480916,959,25.41,21.6,24.9,19.0,0
12105015401,49293,0.1594202898550724,207,1179,0.0816993464052287,1076,15.11,20.4,25.3,19.3,1
12105015402,60286,0.0,101,1322,0.0579710144927536,1091,12.57,22.0,24.5,19.6,0
12105015404,56608,0.0,26,852,0.1095406360424028,1639,11.7,18.2,16.0,15.1,0
12105015405,51655,0.0,149,1209,0.0408333333333333,1205,17.82,21.6,28.2,19.5,0
12105015500,35967,0.2302371541501976,1012,2137,0.0553160919540229,907,28.96,20.3,31.9,20.5,0
12105015600,50732,0.0429594272076372,419,2465,0.1012048192771084,622,6.76,17.8,27.2,14.5,0
12105015701,57692,0.1183673469387755,245,1199,0.0428015564202334,638,13.57,20.7,28.6,19.0,0
12105015702,41064,0.3019801980198019,202,1517,0.0675512665862484,879,12.52,18.6,28.6,19.0,0
12105015801,42470,0.2949640287769784,139,1457,0.0739219712525667,894,16.93,17.7,26.6,14.5,0
12105015802,52426,0.3404255319148936,94,1088,0.0284237726098191,852,30.53,18.6,30.5,21.0,0
12105015900,75526,0.3093525179856115,139,854,0.0458015267175572,776,13.71,20.8,23.6,19.1,0
12105016001,38295,0.075187969924812,266,1104,0.1449468085106383,952,10.76,21.6,29.0,20.3,0
12105016002,43250,0.160377358490566,106,741,0.0425531914893617,947,11.45,19.5,33.1,21.2,0
12105016003,34778,0.3166666666666666,420,1415,0.0272108843537414,698,13.46,20.7,36.0,19.3,0
12105016100,41932,0.4719101123595505,178,585,0.0238095238095238,936,14.35,20.4,31.3,20.5,0
12105016400,32946,0.2587006960556844,862,1250,0.2157407407407407,1010,37.34,20.8,32.2,21.8,1
12105980000,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,100.0,23.2,19.4,16.95,0
13009970400,56848,0.2721774193548387,992,2190,0.0280869104398516,846,16.23,20.2,19.4,18.2,0
13009970600,38505,0.3294117647058823,425,2043,0.0564349621472814,846,22.0,19.6,34.4,20.3,1
13009970701,16773,0.3292181069958848,486,856,0.1653846153846153,661,41.39,21.9,40.1,25.3,1
13009970702,45618,0.0953488372093023,430,844,0.0763131813676907,907,26.93,18.7,31.1,18.6,1
13015960101,73929,0.1714285714285714,140,674,0.0278884462151394,1208,2.91,22.4,23.0,18.4,0
13015960801,60045,0.5256064690026954,371,1557,0.086626746506986,1174,11.56,22.8,26.0,19.6,1
13015960802,50774,0.2632450331125828,604,1305,0.0587828492392807,996,25.73,22.8,28.6,20.3,1
13015960901,84688,0.1052631578947368,152,993,0.0337794773741236,1370,16.92,22.8,21.8,19.0,1
13015960902,85792,0.2666666666666666,255,2705,0.0498511904761904,1000,5.49,21.0,18.4,17.5,0
13047030100,68349,0.1579831932773109,595,2538,0.0700135685210312,892,15.3,23.0,23.7,19.2,0
13047030201,73651,0.1345218800648298,617,2058,0.0292492687682807,894,7.25,21.4,18.2,17.1,0
13047030202,77172,0.1517027863777089,323,2604,0.005690440060698,760,6.19,21.8,19.2,17.5,0
13047030303,101291,0.0372340425531914,188,1590,0.0308716707021791,960,7.58,22.1,17.8,17.6,0
13047030304,78750,0.0529801324503311,151,1410,0.048313582497721,1005,4.44,22.1,18.5,17.9,0
13047030402,77067,0.1069651741293532,402,2694,0.0109499852027226,944,12.0,20.7,15.7,16.2,1
13047030600,58942,0.1802773497688752,649,2303,0.0457271364317841,982,11.1,22.0,21.4,18.2,0
13075960100,43750,0.1414141414141414,198,883,0.0403397027600849,725,26.71,23.2,26.1,19.3,0
13075960200,36959,0.2449922958397534,649,1610,0.0537334263782274,782,32.47,21.4,31.1,20.2,1
13075960400,50994,0.0959595959595959,594,1936,0.0387836051123843,929,13.91,22.7,28.8,20.4,0
13115000100,62731,0.2234042553191489,564,2024,0.0535966149506347,1022,12.57,23.2,21.1,18.2,0
13115000202,85350,0.1408450704225352,284,1591,0.0188877229800629,675,3.73,22.0,17.9,16.4,0
13115000300,55000,0.2398843930635838,346,627,0.0720188902007083,1083,8.75,26.5,13.0,22.9,0
13115000500,32695,0.464167585446527,907,1680,0.00661853188929,816,36.57,22.3,29.4,20.8,1
13115000600,42035,0.242344706911636,1143,2105,0.11875,986,21.16,21.8,28.0,20.4,1
13115000700,78438,0.072463768115942,207,2140,0.0768352985926207,917,7.49,21.6,16.5,16.2,0
13115000800,88651,0.1666666666666666,162,2065,0.0395861448493027,1077,5.74,20.1,18.7,15.0,0
13115000900,55147,0.3584905660377358,477,1133,0.0230572160546541,713,30.48,23.2,22.5,18.4,0
13115001100,31111,0.1282454760031471,1271,1769,0.0609645131938125,587,41.11,21.2,27.1,18.2,1
13115001200,72852,0.0807113543091655,731,1739,0.0243472124206069,883,17.59,22.3,24.7,20.5,1
13115001400,75306,0.0,529,2869,0.0093592512598992,812,5.36,21.4,17.5,16.2,0
13115001600,31727,0.2785326086956521,736,1367,0.0695088044485634,815,42.51,22.4,33.8,22.6,1
13115001800,43603,0.3097238895558223,833,2165,0.0497737556561085,1044,15.67,25.0,28.4,20.9,1
13115002000,67788,0.0978260869565217,460,1878,0.051255230125523,963,14.43,22.8,22.5,18.0,0
13115002100,40050,0.2286931818181818,704,1707,0.0347826086956521,749,29.37,22.0,33.6,21.7,1
13119890101,38091,0.149618320610687,655,2173,0.1139949109414758,732,21.56,22.7,27.5,19.5,0
13119890300,63977,0.0,156,1527,0.0,-666666666,8.44,22.8,23.0,18.7,0
13129970400,63636,0.1818181818181818,858,2398,0.0354989953114534,750,24.52,23.0,24.9,19.1,0
13129970500,65690,0.0489510489510489,572,2045,0.0127467105263157,989,19.19,21.9,27.2,18.8,0
13129970700,47438,0.2140672782874617,327,2096,0.0430056710775047,771,16.33,24.2,26.9,20.0,0
13143010100,62250,0.2953846153846154,325,1418,0.0457815565729234,804,14.87,25.6,29.2,20.7,0
13143010301,80804,0.1290322580645161,155,1602,0.0661840744570837,1092,24.28,23.0,21.5,18.3,0
13149970100,49797,0.1692094313453536,721,1947,0.0540229885057471,776,18.38,23.6,26.1,20.3,0
13149970200,70638,0.1809523809523809,210,1562,0.0309037900874635,1267,16.98,22.4,19.5,18.1,0
13149970300,65431,0.039274924471299,331,1281,0.0809210526315789,830,13.83,23.2,24.6,19.9,0
13223120104,84515,0.1021897810218978,137,1197,0.0440602342442833,1656,4.13,22.2,16.4,17.0,0
13223120203,99044,0.2214285714285714,280,1916,0.0046001415428167,1382,3.8,22.0,17.9,17.5,1
13223120301,75667,0.061128526645768,638,3060,0.0437818963201719,1380,14.96,21.5,20.4,18.5,1
13223120303,64273,0.0,31,978,0.0299455535390199,-666666666,9.2,21.2,16.3,17.0,1
13223120503,97774,0.1642857142857142,280,1556,0.0590947191953059,1442,3.13,21.0,17.3,17.1,0
13223120601,74966,0.3024523160762943,367,1731,0.0679076180627369,1254,5.68,19.6,20.3,17.7,1
13223120603,87184,0.1091877496671105,751,2526,0.0926911907066795,1621,7.59,19.8,18.2,17.1,0
13223120604,83194,0.1179245283018868,212,1798,0.0249897582957804,2052,13.04,21.0,18.3,17.6,1
13223120605,84006,0.1812865497076023,342,2059,0.0466621253405994,1359,16.43,21.9,18.0,18.0,1
13237960101,55169,0.5024271844660194,412,2370,0.021724372029871,867,10.33,21.2,25.3,16.9,0
13237960201,-666666666,0.1018518518518518,108,552,0.0089686098654708,575,16.79,19.5,21.2,16.9,0
13239960300,38889,0.027027027027027,185,1715,0.2346938775510204,740,19.71,19.1,31.5,17.7,0
13263960100,60430,0.0484848484848484,165,1237,0.011001100110011,992,10.78,18.5,27.7,17.1,0
13263960200,46840,0.1531100478468899,209,1096,0.0647887323943662,967,20.64,19.0,34.6,19.0,0
13263960300,37500,0.0493827160493827,81,733,0.0508474576271186,625,17.99,19.2,27.8,17.5,0
13317010101,52981,0.0692041522491349,289,1097,0.0488145048814504,822,22.28,19.3,25.8,16.9,0
13317010102,52045,0.1955555555555555,225,954,0.0436619718309859,659,33.61,20.2,27.0,17.6,0
13317010301,64107,0.0,203,966,0.0203000882612533,1069,11.87,19.4,22.3,16.1,0
13317010302,41607,0.2045112781954887,665,2165,0.0196979645436638,656,24.93,19.0,32.8,19.0,0
15005031900,87813,0.0,32,96,0.0,1297,0.0,18.9,26.7,16.9,1
15005990000,-666666666,0.1923076923076923,0,0,0.0426874536005939,-666666666,0.0,23.2,19.4,16.95,1
17047956900,61786,0.0,111,1049,0.0706401766004415,489,6.06,23.9,22.4,18.2,0
17047957000,63424,0.0888888888888888,135,1037,0.0116279069767441,444,8.63,23.3,21.2,17.3,0
17047957100,55804,0.0730897009966777,301,969,0.1148648648648648,762,19.75,24.6,23.8,19.0,0
17137951400,57399,0.1832460732984293,191,1229,0.0237623762376237,642,7.33,23.6,21.5,17.9,0
17137951500,81406,0.0694444444444444,72,1233,0.039004707464694,1111,5.57,22.2,19.0,16.3,0
17137951600,46557,0.1897435897435897,585,1571,0.0632911392405063,645,17.71,25.3,24.2,22.0,1
17137951700,40875,0.2201591511936339,377,1191,0.0336487907465825,667,19.42,23.9,25.3,20.1,1
17137951800,63696,0.0870253164556962,632,1634,0.1385379061371841,681,8.37,24.1,20.7,19.0,1
17137951900,87549,0.2006802721088435,294,2066,0.0846115784265215,825,3.65,20.3,15.2,13.7,0
17137952000,47475,0.0972972972972973,740,1519,0.0424564063684609,572,25.73,21.6,26.5,19.0,1
17137952100,54427,0.146643109540636,566,1814,0.0973901973265436,714,4.32,22.5,19.4,16.5,0
17137952200,75795,0.1088435374149659,147,1376,0.0223728813559322,939,4.87,22.3,19.4,16.4,0
17137952300,68397,0.048,250,1439,0.0218508997429305,765,8.32,23.6,20.6,17.8,0
18007100100,58510,0.2027972027972027,286,1391,0.0358090185676392,807,7.3,27.5,22.8,19.2,0
18007100200,50365,0.2281879194630872,298,1427,0.0527704485488126,799,7.2,26.6,24.9,18.5,1
18007100300,69886,0.0764331210191082,157,977,0.0173267326732673,806,9.79,25.6,24.2,18.3,0
18009975100,67104,0.2054380664652568,331,1626,0.0288153681963714,759,10.24,25.6,22.2,17.8,1
18009975200,38358,0.327217125382263,327,1333,0.0986590038314176,648,10.53,27.8,31.6,20.5,0
18009975300,34776,0.0756302521008403,357,1498,0.0816326530612244,620,17.84,29.5,31.4,22.1,1
18009975400,68333,0.1065989847715736,197,1407,0.0424204616344354,847,5.23,25.0,22.9,17.0,0
18161960700,62560,0.159313725490196,408,2010,0.0441306266548985,863,5.73,25.7,19.7,17.3,0
18161960800,77466,0.0954773869346733,199,1227,0.0621657754010695,771,5.85,25.7,18.9,17.2,0
19005960100,59605,0.0769230769230769,169,1361,0.0249739854318418,696,4.01,20.4,22.4,16.0,0
19005960200,73640,0.094017094017094,117,1135,0.0038255547054322,653,4.46,19.5,14.9,14.9,0
19005960300,55672,0.2431865828092243,477,2040,0.0444234404536862,740,5.64,21.1,20.4,16.6,0
19005960400,67015,0.1923076923076923,78,1865,0.0414788097385031,690,4.97,19.8,18.7,15.2,0
19005960500,66094,0.2307692307692307,351,1295,0.035,758,15.05,20.4,23.8,17.7,0
19007950100,69052,0.1534391534391534,189,1152,0.0497470489038785,678,7.6,21.8,21.8,16.8,0
19007950200,69583,0.0,109,977,0.0594837261503928,900,5.46,19.9,20.0,14.8,0
19007950300,41723,0.2663622526636225,657,1726,0.0185348631950573,787,5.26,22.8,25.8,18.3,1
19007950400,43828,0.1736263736263736,455,1520,0.1369426751592356,722,12.41,22.4,23.5,17.8,1
19007950500,61174,0.044776119402985,134,946,0.0247349823321554,946,6.3,22.6,26.5,18.2,0
19011960100,94949,0.0697674418604651,129,1116,0.0255800118976799,1035,5.01,20.2,14.9,15.6,0
19011960200,85893,0.1226415094339622,212,1289,0.0298962782184258,824,4.0,20.3,17.4,15.8,1
19011960300,62550,0.1774193548387097,496,2479,0.0216238270093839,923,9.96,20.4,19.3,16.1,1
19011960400,86167,0.0,202,1469,0.00600764609503,628,10.42,20.1,17.5,15.6,0
19011960500,97661,0.0572519083969465,262,2309,0.0314936077330838,724,3.47,20.2,14.7,15.5,0
19011960600,71094,0.272189349112426,169,1132,0.0248447204968944,777,4.84,20.2,19.1,16.1,0
19011960700,67457,0.1040462427745664,173,1280,0.0198019801980198,678,10.68,20.5,18.9,16.3,1
19019950100,63681,0.0566037735849056,159,1017,0.0329670329670329,836,10.57,20.9,18.8,16.5,0
19019950200,74130,0.1041666666666666,192,1443,0.0276701715550636,705,8.19,20.9,17.3,16.7,1
19019950300,81063,0.0992907801418439,141,1345,0.039572864321608,741,6.99,20.8,16.2,16.4,0
19019950400,62983,0.3391608391608391,286,1295,0.0139152435167615,1010,2.32,19.9,16.4,15.5,1
19019950500,75446,0.1322160148975791,537,1870,0.0137614678899082,721,9.77,20.5,17.1,15.8,0
19019950600,76086,0.1350210970464135,237,1941,0.0470403763230105,912,2.7,20.0,17.0,15.6,0
19025950100,80208,0.1,230,1474,0.0567901234567901,654,9.66,19.3,16.9,14.5,0
19025950200,54803,0.2214022140221402,271,1456,0.0251889168765743,745,12.88,20.5,20.7,16.3,0
19025950300,58125,0.1395348837209302,129,881,0.0035714285714285,772,11.45,19.4,19.3,16.7,0
19025950400,73068,0.0684210526315789,190,983,0.0144274120829576,710,8.25,20.1,18.8,15.7,0
19027960100,86638,0.0374331550802139,187,1473,0.009860788863109,716,4.18,19.6,17.3,15.5,0
19027960200,77000,0.0637254901960784,204,1106,0.0155988857938718,759,3.53,20.8,18.7,17.1,0
19027960300,67418,0.1991701244813278,723,2994,0.0028355387523629,677,9.12,19.7,18.5,15.6,0
19027960400,54628,0.2629246676514032,677,1977,0.0653339834227206,733,8.65,19.9,19.3,16.1,0
19027960500,63026,0.1071428571428571,140,816,0.015233949945593,720,8.67,20.7,20.7,16.7,0
19027960600,70682,0.1418918918918918,148,1149,0.0061443932411674,615,9.79,19.4,16.9,15.2,0
19031450100,70455,0.3470031545741325,317,1395,0.0203389830508474,887,6.23,21.4,19.8,16.6,0
19031450200,75380,0.1387755102040816,245,1524,0.0276395798783858,695,3.17,21.4,18.5,16.7,0
19031450300,68654,0.3701298701298701,308,1572,0.0223433242506812,761,2.38,20.4,18.7,15.6,0
19031450400,79783,0.1015625,256,1243,0.0372860635696821,830,7.12,21.0,16.1,15.9,0
19031450500,88237,0.0575757575757575,330,2479,0.0365479115479115,904,3.46,20.5,16.4,15.6,0
19033950102,49805,0.0819047619047619,525,2319,0.0629722921914357,841,14.76,23.1,19.6,18.4,1
19033950300,51089,0.2066298342541436,905,2482,0.0263504611330698,901,14.39,21.7,19.5,17.1,1
19033950402,53004,0.1183206106870229,786,2190,0.0405822673136303,849,8.21,22.1,23.7,17.4,0
19033950600,82070,0.0679012345679012,162,947,0.0094966761633428,650,2.99,20.7,15.6,14.7,1
19033950700,66278,0.1652173913043478,345,2118,0.036468330134357,808,9.8,21.0,16.1,15.0,1
